0,45,0.00280291,0.492171,102.426,102.425
1,45,0.00280291,0.492171,102.126,102.125
2,45,0.00280291,0.492171,102.576,102.575
3,45,0.00280291,0.492171,102.726,102.725
4,45,0.00280291,0.492171,102.876,102.875
5,45,0.00280291,0.492171,101.976,101.975
6,45,0.00280291,0.492171,101.526,101.525
7,45,0.00280291,0.492171,102.726,102.725
8,45,0.00280291,0.492171,102.576,102.575
9,45,0.00280291,0.492171,102.876,102.875
10,45,0.00280291,0.492171,103.776,103.774
11,45,0.00280291,0.492171,103.776,103.774
12,45,0.00280291,0.492171,103.026,103.025
13,45,0.00280291,0.492171,103.026,103.025
14,45,0.00280291,0.492171,102.876,102.875
15,45,0.00280291,0.492171,103.626,103.624
16,45,0.00280291,0.492171,104.825,104.824
17,45,0.00280291,0.492171,106.325,106.324
18,45,0.00280291,0.492171,107.225,107.224
19,45,0.00280291,0.492171,107.825,107.823
20,45,0.00280291,0.492171,107.225,107.224
21,45,0.00280291,0.492171,107.075,107.074
22,45,0.00280291,0.492171,107.225,107.224
23,45,0.00280291,0.492171,107.075,107.074
